text,label,auto_label_confidence,label_encoded
"""bisa informasikan dikenakan  berapa pajak pada layanan biznet?",Information,1.0,1
"""bisa informasikan store biznet atau branch terdekat dari bandara soekarno hatta?",Information,1.0,1
"""apakah harga layanan biznet berubah-ubah?",Information,1.0,1
"""bagaimana langkah-langkah saya untuk konfirgurasi modem secara mandiri?",Problem,0.6666666666666666,2
"""untuk area jakarta ada gamers 3dw?",Information,1.0,1
"""bisa informasikan cara berlangganan?",Information,1.0,1
"""apakah bisa downgrade layanan dari biznet metronet ke biznet home?",Request,0.6666666666666666,3
"""mau mengadukan layanan.",Problem,0.0,2
"""internet lambat banget",Problem,1.0,2
"""ada promo",Information,1.0,1
"""cek quota",Problem,0.0,2
"""internet lambat",Problem,1.0,2
"""hi daerah rumah saya sudah tercover?",Information,1.0,1
"""halo internet saya down sejak semalam",Problem,1.0,2
"""paket 1d berpa ?",Information,1.0,1
"""biaya pasang baru berapa?",Information,0.7142857142857143,1
"""biaya relokasi biznet home?",Information,0.6,1
"""merk kabel lan yang bagus",Problem,0.0,2
"""promo 2d home modem buy berapa?",Information,0.7142857142857143,1
"""paket 1d",Problem,0.0,2
"""harga paket 1d",Information,1.0,1
"""harga pasang baru",Request,0.5,3
"""cara berhenti berlangganan",Request,1.0,3
"""ingin ikut promo 1d modem rent",Problem,0.5,2
"""harga modem",Problem,0.5,2
"""cara berlangganan",Problem,0.0,2
"""apakah ada denda berlangganan?",Information,1.0,1
"""terkait permintaan pengajuan sponsopship",Problem,0.0,2
"""kenapa layanan iptv untuk channel hbo tidak ada?",Problem,0.5,2
"""tanggal berapa biasanya akan terdebet untuk kartu kredit yang terdaftar di biznet?",Information,1.0,1
"""paket gamers",Problem,0.0,2
"""harga paket gamers biznet",Information,1.0,1
"""tanggal berapa biasanya dilakukan pembayaran auto debet untuk kartu kredit yang terdaftar di biznet?",Information,1.0,1
"""berapa jenis paket gamers biznet?",Information,1.0,1
"""bisa dicek id pelanggan ini 1000? los merah menyala",Problem,0.6666666666666666,2
"""apakah akan dikenakan biaya tambahan jika alamat instalasi menggunakan jalur kabel bawah tanah?",Information,1.0,1
"""mo beli quota",Problem,0.0,2
"""internet cepat",Problem,0.0,2
"""hi kalo ingin ikut promo 3+1 gmn cara nya?",Information,1.0,1
"""putus sambung",Problem,1.0,2
"""promo bhi 1d",Information,1.0,1
"""lemot ini",Problem,1.0,2
"""daftar biznet hom e",Problem,0.0,2
"""daftar biznet home",Problem,0.0,2
"""udah restart msh lemot",Problem,1.0,2
"""apakah saya bisa bekerja di biznet",Problem,0.0,2
"""terima kasih, apakah kamu tahu biznet didirikan oleh siapa?",Information,1.0,1
"""cakupan bojong gede",Problem,0.0,2
"""internet saya ga gacor nih lambat mulu",Problem,1.0,2
"""ganti paket",Request,1.0,3
"""cara pendaftaran",Problem,0.0,2
"""mohon info paket apa saja",Information,0.75,1
"""internet down",Problem,1.0,2
"""lambat",Problem,1.0,2
"""sudah dilakukan semua tapi masih lambat",Problem,1.0,2
"""ada kendala di lokasi saya apa tidak ya",Problem,1.0,2
"""internet saya down loss merah",Problem,1.0,2
"""tapi saya di area bekasi",Problem,0.0,2
"""cek harga layanan biznet",Information,1.0,1
"""koneksi lambat",Problem,1.0,2
"""batalkan ganti paket",Request,1.0,3
"""saya mau tanya harga bulanan",Information,1.0,1
"""berapa harga bulanan paket saya",Information,1.0,1
"""saya ingin pasang baru alkun tambahan",Request,1.0,3
"""apakah bisa?",Information,1.0,1
"""di jalan kota mas, di jalan utama ciawi cianjur",Problem,0.0,2
"""internet lemot",Problem,1.0,2
"""masa aktif",Problem,0.0,2
"""kuota saya saat ini",Problem,0.0,2
"""saya mau tau harga paket saya",Information,1.0,1
"""sudah tapi masih lambat",Problem,1.0,2
"""apakah berarti paket saya gratis?",Information,1.0,1
"""apakah saya bisa menggunakan promo untuk paket saya?",Information,1.0,1
"""kalau hanya punya 4 perangkat tp koneksi saya rto terus ke arah facebook.com kira2 kenapa ya ?",Problem,0.5,2
"""ok, apakah saya sebaiknya ganti isp saja?",Information,1.0,1
"""ok pakte apa yang kamu sarankan?",Information,1.0,1
"""berapa bandwidth paket yang saya gunakan?",Information,1.0,1
"""kalau saya ingin ganti paket, paket mana saja yang bsia saya gunakan",Request,1.0,3
"""harga paling murah berapa?",Information,1.0,1
"""cek fup",Information,1.0,1
"""top up fup",Information,1.0,1
"""perubahan layanan",Problem,0.0,2
"""cek jaringan",Problem,0.0,2
"""status koneksi saya",Problem,0.0,2
"""harga modem berapa ?",Information,0.7142857142857143,1
"""jenis paket layanan biznet home",Problem,0.0,2
"""customer service",Problem,0.0,2
"""harga promo biznet ada?",Information,1.0,1
"""owh oje kalok di tambah router bisa gak ?",Problem,0.6666666666666666,2
"""tambah router mesh wifi",Problem,1.0,2
"""cara pilih nya gimana",Problem,0.0,2
"""mau pesen lewat cs dong",Problem,0.0,2
"""kalau mau beli promo 3+1 gimaa caranya",Information,1.0,1
"""oke saya sekarang mau beli promo",Information,1.0,1
"""thank you kalok saya mau ganti paket bisa ?",Request,0.6666666666666666,3
"""lsyanan saya expired kapan ?",Information,1.0,1
"""ciri tiang biznet apa ya ?",Information,1.0,1
"""kalok mau bayar bisa lewat mana ?",Information,1.0,1
"""berapa nomer va saya?",Information,1.0,1
"""ada paket untuk main game gak ?",Information,1.0,1
"""internet down min",Problem,1.0,2
"""ada promo apa aja ya",Information,1.0,1
"""kalo pengen 3+1 gmn",Problem,0.0,2
"""kalo promo 6+2",Information,1.0,1
"""nanya promo",Information,1.0,1
"""untuk coverage area di lenteng agung jakarta selatan ada ngga",Request,1.0,3
"""kalo beli ekstra kuota gmn",Problem,0.0,2
"""untuk paket apa aja ?",Information,1.0,1
"""klo kuota abis bagaimana ?",Information,1.0,1
"""untuk password apps nya apa ?",Information,1.0,1
"""kalo change package gmn min",Problem,0.0,2
"""saya lupa passwordnya",Problem,0.0,2
"""pake password default salah",Problem,0.0,2
"""cukup min bisa di akhiri chat nya",Problem,0.0,2
"""saya mau tanya perihal layanan",Problem,0.0,2
"""untuk koneksi agak intermitten y",Problem,0.0,2
"""dan aplikasi wifi analyzernya apa ?",Information,1.0,1
"""ini gimana caranya",Problem,0.0,2
"""kita udah install analyzer aman ngga ada masalah",Problem,0.0,2
"""channel juga sudah dirubah",Problem,0.0,2
"""cara liat jumlah penggunanya gimana",Problem,0.0,2
"""username dan pass adminnya apa ?",Information,1.0,1
"""cek coverage",Request,1.0,3
"""cek  overage",Problem,0.0,2
"""cara mengganti paket gimana",Problem,0.0,2
"""saya mau pasang di banten bis acek coveratge ?",Information,1.0,1
"""saya mau tanya untuk caranya gimana?",Information,1.0,1
"""paket apa saja pilhannya ?",Information,1.0,1
"""terus klaok dinpekan baru bisa oakek paket apa ?",Information,1.0,1
"""di modem saya ada los merah nih, harus ngapain ya?",Problem,0.8,2
"""paket apa aja yg tersedia ?",Information,1.0,1
"""pasang baru berapa?",Information,0.6,1
"""cara mengajukan pergantian modem bagaimana?",Problem,0.6666666666666666,2
"""masalah teknis",Problem,0.0,2
"""estimasi kunjungan teknisi biasanya kapan?",Information,0.6,1
"""estimasi relokasi biasaya berapa hari?",Information,0.6,1
"""internet saya lambat cuma dapet 10mbps",Problem,1.0,2
"""saya mau cek promo yang tersedia hari ini layanan biznet home.",Information,1.0,1
"""apakah harga layanan biznet home flat?",Information,1.0,1
"""cara melakukan ping dan tracert itu bagaimana?",Information,1.0,1
"""apakah biznet buka lowongan untuk magang?",Information,1.0,1
"""bisa dibantu ping ke google.com?",Information,1.0,1
"""saya gapunya laptop, bisa tolong ping ke google.com?",Request,0.6666666666666666,3
"""layanan internet saya lambat, boleh diinformasikan penyebab dan solusinya?",Problem,0.6666666666666666,2
"""kalo ingin terminasi gimana caranya?",Request,0.6666666666666666,3
"""estimasi layanan jika melakukan terminasi berapa lama?",Information,0.6,1
"""halo biznet",Problem,0.0,2
"""saya ingin mengetahui cara cek ip layanan biznet home saya.",Problem,0.0,2
"""promo saat ini apa aja?",Information,1.0,1
"""apakah tidak ada promo 2+1?",Information,1.0,1
"""internet saya untuk bermain game genshin impact ping tinggi, apakah ada solusi?",Problem,0.6666666666666666,2
"""jika ingin mengetahui ip yang saya gunakan bagaimana?",Information,1.0,1
"""boleh diinformasikan paket gamers ada apa saja?",Information,1.0,1
"""reset fup biasanya dilakukan kapan?",Information,1.0,1
"""saya ada keperluan ganti paket tapi masih panjang masa aktifnya, apakah bisa diproses sekarang?",Request,0.6666666666666666,3
"""jika ada los merah pada modem saya itu kenapa?",Problem,0.8333333333333334,2
"""saya ingin melakukan pembayaran bisa lewat mana saja?",Information,1.0,1
"""saya mau terminasi layanan, bagainmana prosesnya?",Request,0.6666666666666666,3
"""relokasi apabila tidak tercover bagaimana?",Request,0.6666666666666666,3
"""bisa diinformasikan va untuk bank yang tersedia?",Information,1.0,1
"""bisa dicek untuk coverage area alamat berikut: kp. pada beunghar, rt.03/05, kel.babakan pasar, kec. bogor tengah, kota bogor, 16126",Request,1.0,3
"""internet saya tidak stabil, apakah ada kendala?",Problem,0.6666666666666666,2
"""apakah kecepatan internet biznet home tetap konstan sepanjang waktu?",Information,1.0,1
"""bisakah saya menggunakan layanan biznet home untuk bisnis/perusahaan?",Information,1.0,1
"""apakah terdapat garansi pada perangkat smart internet wifi ?",Information,1.0,1
"""layanan saya terkendala down, estimasi perbaikannya kapan ya?",Information,0.6,1
"""bagaimana cara cek ping dan tracert?",Information,1.0,1
"""latency untuk layanan biznet home normalnya berapa ya?",Information,0.6,1
"""apa yang memengaruhi latency tinggi?",Problem,0.6666666666666666,2
"""apakah ada rekomendasi penggunaan tipe kabel lan?",Information,1.0,1
"""modem biznet tipenya apa saja?",Information,0.6,1
"""rekomendasi perangkat tambahan untuk memperluas jangkauan wifi apakah ada?",Information,1.0,1
"""jika tidak tercover alamat saya, biasanya sampai kapan harus menunggu?",Information,1.0,1
"""jangkauan sinyal wifi biznet optimalnya berapa?",Information,1.0,1
"""apakah ada ketentuan untuk berlangganan kembali",Information,1.0,1
"""apakah ada ketentuan untuk rekoneksi layanan yang sudah lama tidak dibayarkan?",Information,1.0,1
"""mengapa layanan biznet home sering terjadi kendala area?",Problem,0.6666666666666666,2
"""cek jaringan",Problem,0.0,2
"""karena internet down",Problem,1.0,2
"""mau beli add on",Request,1.0,3
"""beli add on",Request,1.0,3
"""mau beli kuota",Problem,0.0,2
"""mau beli quota",Problem,0.0,2
"""harga paket 0d",Information,1.0,1
"""harga paket 1d",Information,1.0,1
"""harga paket 2d",Information,1.0,1
"""saya mau beli promo",Information,1.0,1
"""harga paket 3d",Information,1.0,1
"""harga paket 0ds",Information,1.0,1
"""harga paket 1ds",Information,1.0,1
"""harga paket 2ds",Information,1.0,1
"""harga paket 3ds",Information,1.0,1
"""harga paket 0dw",Information,1.0,1
"""harga paket 1dw",Information,1.0,1
"""harga paket 2dw",Information,1.0,1
"""harga paket 3dw",Information,1.0,1
"""harga paket 1dn",Information,1.0,1
"""harga paket 2dn",Information,1.0,1
"""harga paket 3dn",Information,1.0,1
"""berapa harga pembelian modem",Information,0.6666666666666666,1
"""berapa harga modem menyewa",Information,0.6666666666666666,1
"""apakah jika berlangganan dikenakan masa kontrak",Problem,0.0,2
"""bagaimana jika ingin perpindahan modem, namun alamat barunya tidak tercakup",Problem,1.0,2
"""bagaimana cara perpindahan modem ke lokasi yang baru",Problem,0.5,2
"""apakah biznet menyediakan layanan dengan tv channel",Problem,0.0,2
"""apakah ada channel hbo",Problem,0.0,2
"""apakah ada garansi pembelian modem di awal",Problem,1.0,2
"""berapa harga stb",Information,1.0,1
"""apakah ada garansi untuk pembelian stb",Problem,0.0,2
"""apakah biznet memiliki tanggal jatuh tempo",Problem,0.0,2
"""apakah yang akan terjadi jika sudah melewati masa tenggang",Problem,0.0,2
"""assalamualaikum",Problem,0.0,2
"""salam sejahtera",Problem,0.0,2
"""jika status akun sudah terminasi, apakah bisa berlangganan lagi?",Request,0.6666666666666666,3
"""saya mau relokasi ke dalung",Request,1.0,3
"""eh gajadi saya mau upgrade aja ke paket gamers",Request,1.0,3
"""apakah akan dikenakan biaya?",Information,1.0,1
"""apakah akan dikenakan denda jika ada keterlambatan pembayaran",Problem,0.0,2
"""gak tau males pengen beli truck",Problem,0.0,2
"""apakah layanan biznet memiliki kompensasi",Problem,0.0,2
"""lalu bagaimana jika kendalanya lama teratasi dan tidak ada kompensasi",Problem,0.0,2
"""apakah download dan uploadnya simetris",Problem,0.0,2
"""apakah bisa menambahkan akun dengan data yang sama",Problem,0.0,2
"""bagaimana jika ada kesalahan pembayaran, apakah bisa direfund",Problem,0.0,2
"""apakah bisa melakukan pergantian paket",Problem,0.0,2
"""apakah bisa melakukan pergantian data",Problem,0.0,2
"""apakah jika dilakukan perbaikan teknisi ke lokasi dikenakan biaya",Information,1.0,1
"""berapa lama estimasi perbaikan gangguan",Problem,0.5,2
"""apakah dikenakan biaya jika ingin perubahan paket",Information,1.0,1
"""berapa hari perhitungan masa aktif",Information,1.0,1
"""berapa harga pembelian modem layanan home?",Information,0.7142857142857143,1
"""apakah biznet memiliki promo pembayaran",Information,1.0,1
"""berapa biaya untuk pengajuan relokasi?",Information,0.7142857142857143,1
"""apakah bisa memanggil teknisi biznet untuk memasangkan router tambahan",Problem,1.0,2
"""berapa biaya untuk pengecekan layanan di luar segmentasi biznet?",Information,1.0,1
"""benefit yang didapatkan untuk paket 0d?",Information,1.0,1
"""berapa bandiwdth yang didapatkan di paket biznet home 1d?",Information,1.0,1
"""halo, saya ingin berlangganan internet & tv",Problem,0.0,2
"""kendala jaringan internet modem los merah",Problem,1.0,2
"""bagiamana cara cek fup paket?",Information,1.0,1
"""jalan gajah nomor 114\nkel pandau hulu ii\nkec medan area\nkota medan",Problem,0.0,2
"""apakah biznet home mengeluarkan invoice",Problem,0.0,2
"""bagaimana cara mengetahui jika ada gangguan",Problem,0.5,2
"""cara ganti password secara mandiri?",Information,1.0,1
"""biaya per bulan berapa?",Information,1.0,1
"""apakah biznet ada pemblokiran ip",Problem,0.0,2
"""cara order promo secara mandiri?",Information,1.0,1
"""paket internet dan tv berapa per bulan?",Information,1.0,1
"""ip apa yang saya dapatkan jika berlangganan layanan biznet gamer 3d?",Information,1.0,1
"""penyebab jaringan slow?",Information,1.0,1
"""berapa harga layanan iptv?",Information,1.0,1
"""apakah biznet melakukan pemblokiran ip tertentu",Problem,0.0,2
"""apakah ganti paket akan mengakumulasikan masa aktif yang sedang berjalan?",Request,0.6666666666666666,3
"""bagaimana untuk perhitungan masa aktif layanan?",Information,1.0,1
"""order promo yang tersedia saat ini?",Information,1.0,1
"""bagaimana untuk perhitungan kouta internet kita?",Information,1.0,1
"""bagaimana jika kita telat melakukan pembayaran apakah adanya denda?",Information,1.0,1
"""apakah bisa melakukan berhenti berlangganan apabila masih dalam masa kontrak?",Request,0.6666666666666666,3
"""apakah bisa menggunakan dns selain dari biznet?",Information,1.0,1
"""estimasi waktu pembayaran jika melakukan order promo?",Information,1.0,1
"""beli kuotq",Problem,0.0,2
"""beli addon",Request,1.0,3
"""cara ganti password mandiri gimana?",Information,1.0,1
"""halo saya mau beli quota lagi",Problem,0.0,2
"""mau beli promo",Information,1.0,1
"""mau relokasi",Request,1.0,3
"""mau ganti paket",Request,1.0,3
"""mau order promo",Information,1.0,1
"""mai order promo",Information,1.0,1
"""hi sisa ekstra kuota saya brp?",Information,1.0,1
"""jika ingin tambah ekstra kuota gmn?",Information,1.0,1
"""lambat banget main ayodance",Problem,1.0,2
"""internya loss merah kak",Problem,0.0,2
"""indikator loss di modem",Problem,1.0,2
"""internet lambat",Problem,1.0,2
"""apakah saya bisa berlangganan hanya 3 bulan saja dengan skema modem menyewa?",Problem,0.6666666666666666,2
"""hallo siang, saya mau berhenti berlangganan karena mau pindah alamat",Request,1.0,3
"""hallo, saya mau tanya mengapa masa aktif habisnya tidak selalu sama dan terkadang maju ?",Information,1.0,1
"""jika ingin reloksi ke alamat barun dan alamat baru saya sudah tercakup, syaratnya apa saja?",Information,1.0,1
"""hallo,saya ingin melakukan pengecekan fup akun layanan saya",Information,1.0,1
"""jika saya melakukan pergantian paket dan masa aktif saya masih tersisa dipaket sebelumnya, apakah sisa masa aktif tersebut akan hangus?",Information,1.0,1
"""saya ingin melakukan pembayaran dengan promo tetapi masa aktif saya masih sampai dengan 30 desember 2024, apakah jika saya melakukan pembayaran hari ini masa aktif akan terkakumulasi?",Information,1.0,1
"""apakah bisa dinformasikan untuk type modem yang disediakan oleh biznet?",Problem,0.6666666666666666,2
"""jika berlangganan dengan skema modem membeli apakah ada garansi modemnya?",Problem,0.6666666666666666,2
"""mohon diinformasikan promo apa saja yang berlaku saat ini untuk pelanggan lama?",Information,0.7142857142857143,1
"""untuk layanan biznet home apakah menyedaiakan invoice pembayaran?",Information,1.0,1
"""apakah layanan biznet home mempunyai sla apabila internetnya down?",Problem,0.6666666666666666,2
"""saya ingin melakukan pergantian data nama akun, sayarat nya bisa diinformasikan apa saja?",Information,1.0,1
"""harga paket 1d berapa?",Information,1.0,1
"""apakah biznet menyediakan layanan internet untuk sekolah?",Information,1.0,1
"""brach terdekat dari lokasi saya saat in idi gunung putri",Problem,0.0,2
"""untuk pengaduan bisa diinformasikan melalui apa saja saat ini?",Information,1.0,1
"""untuk estimasi kunjungan perbaikan dengan teknisi berapa lama?",Information,1.0,1
"""berapa harga produk di biznet",Information,1.0,1
"""apakah biaya installasi awal setiap daerah berbeda?",Information,1.0,1
"""akun saya sebelumnya sudah terminated dengan skema modem membeli lalu ingin berlangganan kembali, apakah modemnya dapat digunkan kembali?",Problem,0.6666666666666666,2
"""harga paket 2d berapa?",Information,1.0,1
"""bagaimana cari ganti password wifi?",Information,1.0,1
"""apakah dikenakan kontrak berlangganan untuk layanan biznet home?",Information,1.0,1
"""mohon diinformasikan untuk metode pembayaran layanan biznet bisa melalui apa saja?",Information,0.7142857142857143,1
"""bagaimana cara sembunyikan ssid wifi?",Information,1.0,1
,"""Berapa jarak jangkauan signal wifi 2",4.0,0
"""berapa jarak jangkauan signal wifi 5 ghz?",Information,1.0,1
"""promo layanan biznet?",Information,1.0,1
"""berapa harga promo 3+1 daerah kota surabaya?",Information,1.0,1
"""berapa harga promo 6+2 daerah yogyakarta?",Information,1.0,1
"""berapa harga promo 9+3 daerah bandung?",Information,1.0,1
"""berapa harga promo 12+5 daerah jakarta selatan?",Information,1.0,1
"""berapa lama masa aktif layanan biznet home?",Information,1.0,1
"""berapa lama masa tenggang layanan biznet home?",Information,1.0,1
"""harga add on iptv?",Information,0.6,1
"""bagaimana cara restart modem?",Information,0.6,1
"""jika ingin pindah alamat, namun lokasi baru tidak tercakup, bagaimana?",Request,0.6666666666666666,3
"""penyebab jaringan lambat karena apa?",Problem,0.6666666666666666,2
"""cara membeli add on kuota?",Request,0.6666666666666666,3
"""login my biznet gimana?",Information,1.0,1
"""kalo beli modem harganya berapa ya??",Information,0.6,1
"""ingin beli extra kuota",Problem,0.0,2
"""saya mau complaint",Problem,0.0,2
"""loss merah",Problem,0.0,2
"""harga produk biznet",Information,1.0,1
"""ingin membeli kuota",Problem,0.0,2
"""001000378036",Problem,0.0,2
"""internet aga lambat",Problem,1.0,2
"""mau beli etra quota",Problem,0.0,2
"""mau beli extra quota",Problem,0.0,2
"""apakah palmerah jakarta tercover",Problem,0.0,2
"""harga modem biznet home",Problem,0.5,2
"""cara login my biznet",Problem,0.0,2
"""modem los",Problem,1.0,2
"""tidak saya ingin membeli modem biznet baru",Problem,1.0,2
"""menambah perangkat yang sudah ada",Problem,0.0,2
"""biznet home",Problem,0.0,2
"""saya maut ambah modem",Problem,1.0,2
"""ya router mesh wifi",Problem,1.0,2
"""los modem min",Problem,1.0,2
"""los",Problem,1.0,2
"""harga modem",Problem,0.5,2
"""modem saya loss",Problem,1.0,2
"""mau ke cs",Problem,0.0,2
"""saya mau ubah paket",Request,1.0,3
"""promo",Information,1.0,1
"""ubah paket ke 3d",Request,1.0,3
"""saya mau terhubung dengan cs",Problem,0.0,2
"""ingin cp",Problem,0.0,2
"""change package",Problem,0.0,2
"""ke pake home 1d",Problem,0.0,2
"""bisa gak aku config modem manual ?",Problem,0.6666666666666666,2
"""bisa gak config modem mamual?",Problem,0.6666666666666666,2
"""oke kalok mai ganti pw wifi ?",Information,1.0,1
"""terus kalok promo ada gak?",Information,1.0,1
"""oke aku ada rencana pasang di surabaya di merr ke cover gak ?",Information,1.0,1
"""paketnya apa aja ya?",Information,1.0,1
"""kalok pkek kabel bawah ranah kenak biaya gak ?",Information,1.0,1
"""kalok bolej tau reminder pembayaran dikirim kapan ?",Information,1.0,1
"""ada modem wireless gak ?",Problem,0.6666666666666666,2
"""apakah tidak ada promo beli modem ?",Information,0.6,1
"""cara bayar via mandiri",Problem,0.0,2
"""nomer va bsi",Problem,0.0,2
"""kalok lupa username sama password pppoe gemana ?",Problem,0.6666666666666666,2
"""cara download aplikasi my biznet dimana ?",Information,1.0,1
"""cara diwnload aplikasi my biznet domana?",Information,1.0,1
"""biaya pasang baru biznet berapa ?",Information,0.7142857142857143,1
"""kalok harga relokasi home ?",Information,0.6,1
"""kalok mau ngjuin sponsor kemana ?",Information,1.0,1
"""ciri ciri tiang biznet gemana ? soalnya ada tiang miring di jalan",Information,1.0,1
"""biznet bagus gal sih ?",Information,1.0,1
"""kalok mau langganan caranya gemana ?",Information,1.0,1
"""oke biatanya berapa ?",Information,1.0,1
"""oke terus bisa cek coverage gak ?",Request,0.6666666666666666,3
"""saya mau pasang di soe",Problem,0.0,2
"""lebih mahal ya hatganya?",Information,1.0,1
"""oke terus kalok nambah touter gitu bisa gak",Problem,0.0,2
"""yep nambah router mesh wifi",Problem,1.0,2
"""bukanya kmren ada ya ?",Information,1.0,1
"""oke cara belinya gmn ?",Information,1.0,1
"""kalok harga paket 0d brrapa?",Information,1.0,1
"""bukan 0dw tapi 0d",Problem,0.0,2
"""tapi kenapa tadi infonya 0dw bukan 0d?",Problem,0.5,2
"""oke terus kapan reminder pembayaran dikirim?",Information,1.0,1
"""oke lalu kalok modem saya los merah saya harus apa ?",Problem,0.8,2
"""apa aladan saya pilih biznet home ?",Information,1.0,1
"""terus kalok benefit 0d apa aja yg bisa saya dapet ?",Information,1.0,1
"""estimasi waktu bayar promo",Information,1.0,1
"""masa kontrak berlaku berapa lama ?",Information,1.0,1
"""terus kalok berenti sebelum lontrak habis denda gitu ?",Information,1.0,1
"""saya mau ganti paket",Request,1.0,3
"""hubungkan ke agent",Problem,0.0,2
"""saya ingin ganti paket ke gamers 3d",Request,1.0,3
"""berbicara dengan cs",Problem,0.0,2
"""internet di rumah tidak bisa dipake",Problem,1.0,2
"""harga 1d",Information,1.0,1
"""live agent dong",Problem,0.0,2
"""mau tanya tentang biznet home, ada paket apa ajaa?",Information,1.0,1
"""halo pagi, mau tanya tentang biznet home",Problem,0.0,2
"""paket termahal biznet home apa ya?",Information,1.0,1
"""paket termahal apa ya?",Information,1.0,1
"""bisa dititalin untuk biznet home 3d? beli modem",Problem,0.6666666666666666,2
"""totalin harga untuk ini berapa? sewa modem",Information,0.7142857142857143,1
"""kalo modem sewa totalnya berapa?",Information,0.6,1
"""kalo beli modem?",Problem,0.6666666666666666,2
"""aku pasang baru",Request,1.0,3
"""saya mau pasang baru dengan beli modem dan paket biznet home 3d",Problem,0.5,2
"""live agent",Problem,0.0,2
"""kenapa sih jaringan saya suka terputus sambung?",Problem,0.75,2
"""bisa sambungkan ke live agent",Problem,0.0,2
"""kenapa wifi 5g saya suka tidak terdetect?",Problem,0.5,2
"""mau pindah lokasi",Problem,0.0,2
"""proses nya berapa lama?",Information,1.0,1
"""cek koneksi",Problem,0.0,2
"""kalau saya terhalang sekat bagaimana kak? soalnya modemnya jauh dari area yang saya gunakan",Information,1.0,1
"""internet saya ngga bisa digunakan",Problem,1.0,2
"""saya mau pindah",Problem,0.0,2
"""kenapa sering sekali terjadi kendala loss merah?",Problem,0.75,2
"""pindah ke jl. pd. mitra lestari no.11 blok a4, rt.002/rw.005, jaka setia, bekasi selatan, bekasi, west java 17147",Problem,0.0,2
"""itu dikenakan biaya tidak?",Information,1.0,1
"""kalau ada gangguan area perbaikannya sampai kapan?",Information,0.6,1
"""kenapa koneksi inet saya lemot banget ya?",Problem,0.75,2
"""berapa hari tuh proses nya",Information,1.0,1
"""bisa gk saya minta proses nya hanya 2 hari",Request,1.0,3
"""kenapa koneksi internet saya up down?",Problem,0.75,2
"""klo gitu diskon dong",Information,1.0,1
"""kan lama proses nya di 7 hari, mahal tapi lama",Problem,0.0,2
"""klo saya mau terminasi gimana?",Request,0.6666666666666666,3
"""dih kok di kenakan pinalti?",Problem,0.5,2
"""saya beli modem waktu itu dan tidak ada penjelasan kontrak",Problem,1.0,2
"""ada promo pembayaran?",Information,1.0,1
"""paket 3 plus 1 hargfanya berapa?",Information,1.0,1
"""area jawa ada paket apa saja?",Information,1.0,1
"""ada paket 350mbps?",Information,1.0,1
"""kalau mau promo bisa telfon ke mana?",Information,1.0,1
"""massa aktif saya sampai kapan?",Information,1.0,1
"""bisa ganti paket sekarang?",Request,0.6666666666666666,3
"""massa aktif nya bakal hangus ga?",Information,1.0,1
"""gimana caranya?",Information,1.0,1
"""buat pake akun mybiznet log innya bagaimana?",Information,1.0,1
"""promo saat ini?",Information,1.0,1
"""harga promo 9+3?",Information,1.0,1
"""internet saya terputus putus",Problem,1.0,2
"""customer service",Problem,0.0,2
"""saya mau cek jumlah perangkat yg terhubung ke modem saya",Problem,1.0,2
"""lokasi saya sudah tercakup belum ya?",Information,1.0,1
"""villa mahkota pesona, blok ij 8 no 6, bojong kulur, gunung putri",Problem,0.0,2
"""informasi promo",Information,1.0,1
"""mau ganti paket gimana caranya",Request,1.0,3
"""saya tidak hapal",Problem,0.0,2
"""masa aktif saya hingga 2025 ya. apakah bisa mengikuti salah satu promo tersebut?",Information,1.0,1
"""internet saya slow",Problem,0.0,2
"""jadi baiknya gimana om?",Information,1.0,1
"""baik, \nkalo masa aktifnya hinga 3 januari 2025 gimana om?",Information,1.0,1
"""change package with another id",Problem,0.0,2
"""1000032151",Problem,0.0,2
"""internet saya terputus putus tiap malam",Problem,1.0,2
"""hasil speedtest saya tida 1:1",Problem,0.0,2
"""apakah ada promo tahunan?",Information,1.0,1
"""internet saya tidak simetris, upload dan download tidak sesuai",Problem,0.0,2
"""change package with  another id",Problem,0.0,2
"""cakupan area?",Information,1.0,1
"""bisa ga kalo saya ganti paket layanan dibawahnya?",Request,0.6666666666666666,3
"""kenapa lokasi saya gak bisa pake biznet?",Problem,0.5,2
"""upload dan download tidak symmetrical",Problem,0.0,2
"""untuk prosesnya berapa lama?",Information,1.0,1
"""upload dan download tidak simetris",Problem,0.0,2
"""sudah punya biznet",Problem,0.0,2
"""internet mati ni",Problem,1.0,2
"""min saya rencana mau pindah rumah, apakah tetap bisa berlangganan layanan biznetnya?",Information,1.0,1
"""promo 3+1 berapa",Information,1.0,1
"""untuk biaya relokasi itu berapa ya min?",Information,0.7142857142857143,1
"""proses terminasi",Request,1.0,3
"""promo 6+2 berapa",Information,1.0,1
"""i wanna check coverage area, can you help me?",Request,0.6666666666666666,3
"""i live in pantai indah kapuk 3, north jakarta",Problem,0.0,2
"""untuk pengecekan jaringan sudah tercover atau belum bagaimana ya?",Information,1.0,1
"""ingin merubah paket",Problem,0.0,2
"""i wanna ask to create a trouble ticket",Problem,1.0,2
"""ingin ganti paket aja",Request,1.0,3
"""saya cek udah tercover, saya bisa ajukan sendiri atau perlu oleh customer ya?",Information,1.0,1
"""i wanna terminate my account",Problem,0.0,2
"""cara relokasi bagaimana?",Request,0.6666666666666666,3
