text,label,auto_label_confidence
"""apakah jaringan biznet bisa dikomersilkan?""",Information,1.0
"""Apakah ada diskon untuk pembelian modem?""",Information,0.6
"""cara request perapihan kabel""",Problem,0.0
"""Estimasi kedatangan teknisi""",Problem,0.0
"""jika modem saya rusak apa indikasinya?""",Problem,0.6666666666666666
"""Internet di lokasi lama buat main mobile legends""",Problem,0.0
"""Internet down""",Problem,1.0
"""apakah akun kompliment jika ingin relokasi dikenakan biaya?""",Information,0.6
"""layanan IPTV dapat channel apa saja?""",Information,1.0
"""jika saya ingn tambah mikrotik apakah bisa?""",Information,1.0
"""sebagai router tambahan""",Problem,1.0
"""saya ingin ubah layanan apakah bisa dibantu""",Problem,0.0
"""bagaimana cara optimalkan jaringan secara mandiri?""",Information,1.0
"""bagaimana jika saya putus jaringan sebelum masa kontrak?""",Problem,0.6666666666666666
"""bagaimana saya tahu wifi saya diretas orang lain?""",Information,1.0
"""mo beli extra quota""",Problem,0.0
"""apakah modem biznet support 6G?""",Problem,0.6666666666666666
"""apakah jika saya pindah ke malaysia jaringan Biznet saya bisa ikut dipindah?""",Information,1.0
"""apakah biznet ada paket yang harganya 150.000?""",Information,1.0
"""apakah saya bisa ubah nomor telepon?""",Information,1.0
"""apakah ada promo perpanjangan layanan?""",Information,1.0
"""jika saya ingin daftar biznet untuk kosan baiknya menggunakan layanan yang mana?""",Information,1.0
"""Apakah layanan metronet bisa untuk rumahan?""",Information,1.0
"""saya butuh layanan dengan IP yang tidak berubah ubah""",Problem,0.0
"""jika saya pakai paket gamers apakah IP yang saya dapat akan berubah ubah?""",Information,1.0
"""kalau saya pakai IP Public Dynamic akan terreset per kapan?""",Information,1.0
"""jika saya tidak bayar bulanan selama 1 bulan, apakah akunnya masih bisa dilanjutkan?""",Information,1.0
"""jika kabel modem saya putus karna digigit tikus apakah perbaikannya akan berbayar?""",Problem,0.8
"""apakah biznet ada kompensasi jika internet saya mati berhari2?""",Problem,0.6666666666666666
"""kenapa jaringan saya bermasalah akhir akhir ini?""",Problem,0.5
"""apakah boleh saya reset modemnya?""",Information,1.0
"""internet saya lambat sekali kalau akses ke google.com""",Problem,1.0
"""kenapa lan saya tidak terhubung ke port 1 modem?""",Problem,0.75
"""apakah biznet bisa blok 1 web?""",Information,1.0
"""apakah teknisi biznet bisa setting router tambahan saya?""",Problem,0.6666666666666666
"""apakah biznet menyewakan stb?""",Information,1.0
"""cabang biznet area jaksel""",Problem,0.0
"""i want to buy extra quota""",Problem,0.0
"""mo beli extra quota""",Problem,0.0
"""mo beli extra quota""",Problem,0.0
"""mo beli extra quota""",Problem,0.0
"""Internet saya down""",Problem,1.0
"""Internet saya mati""",Problem,1.0
"""promo ada ?""",Information,1.0
"""8+4 gaada min?""",Information,1.0
"""kira kira 8+4 kapan tersedia nya ya?""",Information,1.0
"""mau promo 2+1""",Information,1.0
"""Internet down min""",Problem,1.0
"""Internet terputus min""",Problem,1.0
"""Internet Down min""",Problem,1.0
"""mo beli extra quota""",Problem,0.0
"""mo relokasi""",Request,1.0
"""mo ganti paket""",Request,1.0
"""i want to buy extra quota""",Problem,0.0
"""i want to buy extra quota""",Problem,0.0
"""saya mau beli quota""",Problem,0.0
"""i want to buy quota""",Problem,0.0
"""Inet down""",Problem,1.0
"""kendala lambat""",Problem,1.0
"""i want to buy quota""",Problem,0.0
"""bisa informasikan untuk pengajuan sponsorship ke Biznet?""",Information,1.0
"""i want to buy quota""",Problem,0.0
"""berapa harga pemasangan awal untuk layanan biznet home internet 1d untuk wilayah depok""",Information,0.6666666666666666
"""i want to buy promo""",Information,1.0
"""total setelah ppn dan beli modem""",Problem,1.0
"""Kapan untuk perluasan cakupan area Biznet yang saat ini belum tercover?""",Information,1.0
"""i want to relocation""",Problem,0.0
"""saya mau relokasi""",Request,1.0
"""mo beli extra quota""",Problem,0.0
"""mo relokasi""",Request,1.0
"""Bisa informasikan bandwidth yang didapatkan apabila berlangganan Home Internet 1D?""",Information,1.0
"""Boleh tanya min?""",Information,1.0
"""Ciri ciri tiang biznet warna apa soalnya ada tiang miring dijalanan?""",Information,1.0
"""Harga paket 0D berapa?""",Information,1.0
"""aKlau remote IPTV rusak order kembali biayanya berapa?""",Information,1.0
"""Kalo harga paket 1D berapa?""",Information,1.0
"""Cara cek nomor SN biznet dimana?""",Information,1.0
"""Beli promo""",Information,1.0
"""Kalo harga paket 2D berapa?""",Information,1.0
"""Biznet apakah bisa berlangganan untuk lokasi high rise?""",Information,1.0
"""Sebutkan akun sosisal media layanan Biznet seperti x, facebook  dan instagram?""",Information,1.0
"""Kalo harga paket gamers 3D berapa?""",Information,1.0
"""Apakah biznet home sudah menggunakan kabel fiber optic?""",Information,1.0
"""PPN nya berapa persen min?""",Information,1.0
"""Dimana lokasi store branch biznet cimandala bogor?""",Information,1.0
"""Dimana lokasi store branch biznet cimandala bogor?""",Information,1.0
"""Ada FUP ga min?""",Information,1.0
"""Estimasi kendala internet down untuk kunjungan berapa lama?""",Problem,0.5714285714285714
"""Apakah Biznet menjual perangkat router tambahan untuk support jangakuan koneksinya?""",Problem,0.6666666666666666
"""Apakah Biznet menjual perangkat router tambahan untuk support jangakuan koneksinya?""",Problem,0.6666666666666666
"""Kalo mau pasang, apakah ada biaya pasang min?""",Information,1.0
"""Ada FUP ga?""",Information,1.0
"""Mau relokasi""",Request,1.0
"""Harga paket 0D berapa min?""",Information,1.0
"""kalo harga paket 1D berapa min?""",Information,1.0
"""kalo harga paket 2D berapa min?""",Information,1.0
"""kalo untuk main game, cocoknya paket apa ya min?""",Information,1.0
"""Bukannya ada paket gamers ya min?""",Information,1.0
"""Kuota itu FUP ya min?""",Information,1.0
"""Sebutkan alasan kenapa saya harus pakai layanan Biznet?""",Problem,0.5
"""Apakah biznet menyediakan wifi portable?""",Information,1.0
"""min, ciri ciri tiang biznet gimana?""",Information,1.0
"""Kira kira kalau Biznet maintenance apakah customer mendapatkan notifikasinya?""",Information,1.0
"""Kalau Saya mendapatkan Ping tinggi karena lambat apakah bisa dilakukan visit langsung?""",Problem,0.8
"""untuk daerah Sulawesi sudah ada layanan Biznet belum min?""",Information,1.0
"""Bisa informasikan bandwidth yang diterima Home Internet 1D?""",Information,1.0
"""Paket apa yang tersedia untuk daerah sulawesi min?""",Information,1.0
"""Berikan alasan keapa kunjungan visit saya melebihi estimasi 1x24 jam atas kendala internet down?""",Problem,0.8
"""Sebutkan nama merk modem Biznet?""",Problem,0.6666666666666666
"""Untuk daerah papua sudah ada layanan Biznet belum min?""",Information,1.0
"""Nomor customer service Biznet berapa min? saya mau telpon""",Information,1.0
"""Apakah kabel indihome lama bisa di pakai untuk kabel internet?""",Information,1.0
"""koneksi agak anu ni""",Problem,0.0
"""sudah restart masih lambat""",Problem,1.0
"""Untuk layanan Home apakah FUP atau unlimited?""",Information,1.0
"""Bisa informasikan dikenakan  berapa pajak pada layanan Biznet?""",Information,1.0
"""Bisa informasikan store Biznet atau Branch terdekat dari bandara soekarno hatta?""",Information,1.0
"""Apakah Harga layanan Biznet berubah-ubah?""",Information,1.0
"""Bagaimana langkah-langkah saya untuk konfirgurasi modem secara mandiri?""",Problem,0.6666666666666666
"""Paket apa yang tersedia untuk daerah sulawesi min?""",Information,1.0
"""Apakah saya bisa merubah tagihan perbulan menjadi pertahun ?""",Information,1.0
"""jika saya terminasi sebelum masa kontak langganan berakhir dikarenakan alamat baru belum tercakup apakah  tidak dikenakan biaya pinati?""",Information,0.6
"""min, ciri ciri tiang biznet gimana?""",Information,1.0
"""Kuota itu FUP ya min?""",Information,1.0
"""tanggal berapa biasanya akan terdebet untuk kartu kredit?""",Information,1.0
"""kalo untuk main game, cocoknya paket apa ya min?""",Information,1.0
"""kalo untuk main game, cocoknya paket apa ya min?""",Information,1.0
"""untuk area jakarta ada gamers 3dw?""",Information,1.0
"""kalo untuk main game, cocoknya paket apa ya min?""",Information,1.0
"""Bukannya ada paket gamers ya min?""",Information,1.0
"""untuk permintaan add on kouta bisa melalui apa saja?""",Information,0.6
"""kalo harga paket 1D berapa min?""",Information,1.0
"""bisa dicek ID pelanggan ini 10003 los merah menyala?""",Problem,0.6666666666666666
"""Bisa informasikan bandwidth yang didapatkan apabila berlangganan Home Internet 1D?""",Information,1.0
"""Ciri ciri tiang biznet warna apa soalnya ada tiang miring dijalanan?""",Information,1.0
"""Harga paket 0D berapa?""",Information,1.0
"""Kalo harga paket 1D berapa?""",Information,1.0
"""Kalo harga paket 2D berapa?""",Information,1.0
"""Kalo harga paket gamers 3D berapa?""",Information,1.0
"""Ada FUP ga min?""",Information,1.0
"""Kalo mau pasang, apakah ada biaya pasang min?""",Information,1.0
"""Bisa informasikan cara berlangganan?""",Information,1.0
"""Harga paket 0D berapa min?""",Information,1.0
"""Apakah bisa downgrade layanan dari Biznet Metronet ke Biznet Home?""",Request,0.6666666666666666
"""Mau mengadukan layanan.""",Problem,0.0
"""Internet lambat banget""",Problem,1.0
"""ada promo""",Information,1.0
"""cek quota""",Problem,0.0
"""internet lambat""",Problem,1.0
"""Hi daerah rumah saya sudah tercover?""",Information,1.0
"""halo internet saya down sejak semalam""",Problem,1.0
"""paket 1D berpa ?""",Information,1.0
"""paket 1D berpa ?""",Information,1.0
"""biaya pasang baru berapa?""",Information,0.7142857142857143
"""Biaya relokasi biznet home?""",Information,0.6
"""merk kabel lan yang bagus""",Problem,0.0
"""promo 2d home modem buy berapa?""",Information,0.7142857142857143
"""paket 1D""",Problem,0.0
"""harga paket 1d""",Information,1.0
"""harga paket 1d""",Information,1.0
"""harga pasang baru""",Request,0.5
"""cara berhenti berlangganan""",Request,1.0
"""ingin ikut promo 1D modem rent""",Problem,0.5
"""harga modem""",Problem,0.5
"""biaya relokasi""",Request,0.5
"""cara berlangganan""",Problem,0.0
"""apakah ada denda berlangganan?""",Information,1.0
"""Terkait permintaan pengajuan sponsopship""",Problem,0.0
"""Kenapa layanan IPTV untuk channel HBO tidak ada?""",Problem,0.5
"""tanggal berapa biasanya akan terdebet untuk kartu kredit?""",Information,1.0
"""tanggal berapa biasanya akan terdebet untuk kartu kredit yang terdaftar di biznet?""",Information,1.0
"""Paket gamers""",Problem,0.0
"""Harga paket gamers biznet""",Information,1.0
"""tanggal berapa biasanya dilakukan pembayaran auto debet untuk kartu kredit yang terdaftar di Biznet?""",Information,1.0
"""Berapa jenis paket gamers biznet?""",Information,1.0
"""bisa dicek ID pelanggan ini 1000? LOS merah menyala""",Problem,0.6666666666666666
"""Mau refund dana Biznet""",Problem,0.0
"""apa status modem saya?""",Problem,0.6666666666666666
"""Apakah dikenakan biaya jika alamat instalasi menggunakan jalur kabel bawah tanah?""",Information,1.0
"""Apakah akan dikenakan biaya tambahan jika alamat instalasi menggunakan jalur kabel bawah tanah?""",Information,1.0
"""Apakah dikenakan biaya jika alamat instalasi menggunakan jalur kabel bawah tanah?""",Information,1.0
"""Mo beli quota""",Problem,0.0
"""kapan akan dikirimkan reminder pembayaran""",Information,1.0
"""internet cepat""",Problem,0.0
"""Hi kalo ingin ikut promo 3+1 gmn cara nya?""",Information,1.0
"""putus sambung""",Problem,1.0
"""promo bhi 1d""",Information,1.0
"""Lemot ini""",Problem,1.0
"""daftar biznet hom e""",Problem,0.0
"""daftar biznet home""",Problem,0.0
"""udah restart msh lemot""",Problem,1.0
"""Apakah saya bisa bekerja di Biznet""",Problem,0.0
"""Terima kasih, apakah kamu tahu Biznet didirikan oleh siapa?""",Information,1.0
"""Cakupan bojong gede""",Problem,0.0
"""Internet saya ga gacor nih lambat mulu""",Problem,1.0
"""ganti paket""",Request,1.0
"""Cara pendaftaran""",Problem,0.0
"""mohon info paket apa saja""",Information,0.75
"""internet down""",Problem,1.0
"""Lambat""",Problem,1.0
"""Sudah dilakukan semua tapi masih lambat""",Problem,1.0
"""Ada kendala di lokasi saya apa tidak ya""",Problem,1.0
"""Internet Saya Down loss merah""",Problem,1.0
"""tapi saya di area Bekasi""",Problem,0.0
"""Cek harga layanan Biznet""",Information,1.0
"""koneksi lambat""",Problem,1.0
"""batalkan ganti paket""",Request,1.0
"""saya mau tanya harga bulanan""",Information,1.0
"""berapa harga bulanan paket saya""",Information,1.0
"""saya mau pasang baru""",Request,1.0
"""saya ingin pasang baru alkun tambahan""",Request,1.0
"""apakah bisa?""",Information,1.0
"""di jalan kota mas, di jalan utama ciawi cianjur""",Problem,0.0
"""internet lemot""",Problem,1.0
"""masa aktif""",Problem,0.0
"""kuota saya saat ini""",Problem,0.0
"""saya mau tau harga paket saya""",Information,1.0
"""sudah tapi masih lambat""",Problem,1.0
"""apakah berarti paket saya gratis?""",Information,1.0
"""apakah saya bisa menggunakan promo untuk paket saya?""",Information,1.0
"""mau ikut promo""",Information,1.0
"""kalau hanya punya 4 perangkat tp koneksi saya RTO terus ke arah facebook.com kira2 kenapa ya ?""",Problem,0.5
"""ok, apakah saya sebaiknya ganti ISP saja?""",Information,1.0
"""ok pakte apa yang kamu sarankan?""",Information,1.0
"""berapa bandwidth paket yang saya gunakan?""",Information,1.0
"""kalau saya ingin ganti paket, paket mana saja yang bsia saya gunakan""",Request,1.0
"""harga paling murah berapa?""",Information,1.0
"""Cek FUP""",Information,1.0
"""top up fup""",Information,1.0
"""Perubahan layanan""",Problem,0.0
"""Cek jaringan""",Problem,0.0
"""Status koneksi saya""",Problem,0.0
"""Harga modem berapa ?""",Information,0.7142857142857143
"""Jenis paket layanan biznet home""",Problem,0.0
"""customer service""",Problem,0.0
"""harga promo biznet ada?""",Information,1.0
"""Owh oje kalok di tambah router bisa gak ?""",Problem,0.6666666666666666
"""Tambah router mesh wifi""",Problem,1.0
"""cara pilih nya gimana""",Problem,0.0
"""Mau pesen lewat cs dong""",Problem,0.0
"""kalau mau beli promo 3+1 gimaa caranya""",Information,1.0
"""Oke saya sekarang mau beli promo""",Information,1.0
"""Thank you kalok saya mau ganti paket bisa ?""",Request,0.6666666666666666
"""Lsyanan saya expired kapan ?""",Information,1.0
"""Ciri tiang biznet apa ya ?""",Information,1.0
"""Kalok mau bayar bisa lewat mana ?""",Information,1.0
"""Berapa nomer va saya?""",Information,1.0
"""Ada paket untuk main game gak ?""",Information,1.0
"""internet down min""",Problem,1.0
"""Ada promo apa aja ya""",Information,1.0
"""Kalo pengen 3+1 gmn""",Problem,0.0
"""Kalo promo 6+2""",Information,1.0
"""Nanya promo""",Information,1.0
"""Untuk coverage area di lenteng agung jakarta selatan ada ngga""",Request,1.0
"""Kalo beli ekstra kuota gmn""",Problem,0.0
"""Untuk paket apa aja ?""",Information,1.0
"""Klo kuota abis bagaimana ?""",Information,1.0
"""Untuk password apps nya apa ?""",Information,1.0
"""Kalo change package gmn min""",Problem,0.0
"""Saya lupa passwordnya""",Problem,0.0
"""Pake password default salah""",Problem,0.0
"""Cukup min bisa di akhiri chat nya""",Problem,0.0
"""saya mau tanya perihal layanan""",Problem,0.0
"""Untuk koneksi agak intermitten y""",Problem,0.0
"""Dan aplikasi wifi analyzernya apa ?""",Information,1.0
"""Ini gimana caranya""",Problem,0.0
"""Kita udah install analyzer aman ngga ada masalah""",Problem,0.0
"""Channel juga sudah dirubah""",Problem,0.0
"""Cara liat jumlah penggunanya gimana""",Problem,0.0
"""Username dan pass adminnya apa ?""",Information,1.0
"""Cek coverage""",Request,1.0
"""Cek  overage""",Problem,0.0
"""Cara mengganti paket gimana""",Problem,0.0
"""Saya mau pasang di banten bis acek coveratge ?""",Information,1.0
"""saya mau tanya untuk caranya gimana?""",Information,1.0
"""Paket apa saja pilhannya ?""",Information,1.0
"""Terus klaok dinpekan baru bisa oakek paket apa ?""",Information,1.0
"""Di modem saya ada los merah nih, harus ngapain ya?""",Problem,0.8
"""Paket apa aja yg tersedia ?""",Information,1.0
"""Pasang baru berapa?""",Information,0.6
"""Cara mengajukan pergantian modem bagaimana?""",Problem,0.6666666666666666
"""Masalah teknis""",Problem,0.0
"""Estimasi kunjungan teknisi biasanya kapan?""",Information,0.6
"""Estimasi relokasi biasaya berapa hari?""",Information,0.6
"""internet saya lambat cuma dapet 10mbps""",Problem,1.0
"""Saya mau cek promo yang tersedia hari ini layanan Biznet Home.""",Information,1.0
"""Apakah harga layanan Biznet Home flat?""",Information,1.0
"""cara melakukan ping dan tracert itu bagaimana?""",Information,1.0
"""Apakah Biznet buka lowongan untuk magang?""",Information,1.0
"""Bisa dibantu ping ke google.com?""",Information,1.0
"""Saya gapunya laptop, bisa tolong ping ke google.com?""",Request,0.6666666666666666
"""Layanan internet saya lambat, boleh diinformasikan penyebab dan solusinya?""",Problem,0.6666666666666666
"""Layanan internet saya lambat, boleh diinformasikan penyebab dan solusinya?""",Problem,0.6666666666666666
"""kalo ingin terminasi gimana caranya?""",Request,0.6666666666666666
"""estimasi layanan jika melakukan terminasi berapa lama?""",Information,0.6
"""Halo Biznet""",Problem,0.0
"""Saya ingin mengetahui cara cek IP layanan Biznet home saya.""",Problem,0.0
"""Promo saat ini apa aja?""",Information,1.0
"""apakah tidak ada promo 2+1?""",Information,1.0
"""Internet saya untuk bermain game genshin impact ping tinggi, apakah ada solusi?""",Problem,0.6666666666666666
"""jika ingin mengetahui ip yang saya gunakan bagaimana?""",Information,1.0
"""Boleh diinformasikan paket Gamers ada apa saja?""",Information,1.0
"""reset FUP biasanya dilakukan kapan?""",Information,1.0
"""Saya ada keperluan ganti paket tapi masih panjang masa aktifnya, apakah bisa diproses sekarang?""",Request,0.6666666666666666
"""jika ada los merah pada modem saya itu kenapa?""",Problem,0.8333333333333334
"""saya ingin melakukan pembayaran bisa lewat mana saja?""",Information,1.0
"""Saya mau terminasi layanan, bagainmana prosesnya?""",Request,0.6666666666666666
"""Relokasi apabila tidak tercover bagaimana?""",Request,0.6666666666666666
"""bisa diinformasikan VA untuk bank yang tersedia?""",Information,1.0
"""Bisa dicek untuk coverage area alamat berikut: Kp. Pada Beunghar, Rt.03/05, Kel.Babakan Pasar, Kec. Bogor tengah, Kota Bogor, 16126""",Request,1.0
"""Internet saya tidak stabil, apakah ada kendala?""",Problem,0.6666666666666666
"""Apakah kecepatan Internet Biznet Home tetap konstan sepanjang waktu?""",Information,1.0
"""Bisakah saya menggunakan layanan Biznet Home untuk bisnis/perusahaan?""",Information,1.0
"""Apakah Terdapat Garansi pada Perangkat Smart Internet WiFi ?""",Information,1.0
"""Layanan saya terkendala down, estimasi perbaikannya kapan ya?""",Information,0.6
"""bagaimana cara cek ping dan tracert?""",Information,1.0
"""Latency untuk layanan biznet home normalnya berapa ya?""",Information,0.6
"""Apa yang memengaruhi latency tinggi?""",Problem,0.6666666666666666
"""Apakah ada rekomendasi penggunaan tipe kabel LAN?""",Information,1.0
"""Modem Biznet tipenya apa saja?""",Information,0.6
"""Rekomendasi perangkat tambahan untuk memperluas jangkauan wifi apakah ada?""",Information,1.0
"""Jika tidak tercover alamat saya, biasanya sampai kapan harus menunggu?""",Information,1.0
"""Jangkauan sinyal wifi biznet optimalnya berapa?""",Information,1.0
"""Apakah ada ketentuan untuk berlangganan kembali""",Information,1.0
"""Apakah ada ketentuan untuk rekoneksi layanan yang sudah lama tidak dibayarkan?""",Information,1.0
"""Mengapa layanan biznet Home sering terjadi kendala area?""",Problem,0.6666666666666666
"""cek jaringan""",Problem,0.0
"""karena internet down""",Problem,1.0
"""mau beli add on""",Request,1.0
"""saya mau beli quota""",Problem,0.0
"""beli add on""",Request,1.0
"""saya mau beli quota""",Problem,0.0
"""mau beli kuota""",Problem,0.0
"""mau beli quota""",Problem,0.0
"""harga paket 0D""",Information,1.0
"""mau beli quota""",Problem,0.0
"""harga paket 1D""",Information,1.0
"""harga paket 2D""",Information,1.0
"""saya mau beli promo""",Information,1.0
"""harga paket 3D""",Information,1.0
"""harga paket 0DS""",Information,1.0
"""harga paket 1DS""",Information,1.0
"""harga paket 2DS""",Information,1.0
"""harga paket 3DS""",Information,1.0
"""harga paket 0DW""",Information,1.0
"""harga paket 1DW""",Information,1.0
"""harga paket 2DW""",Information,1.0
"""harga paket 3DW""",Information,1.0
"""saya mau beli quota""",Problem,0.0
"""harga paket 1DN""",Information,1.0
"""harga paket 2DN""",Information,1.0
"""harga paket 3DN""",Information,1.0
"""berapa harga pembelian modem""",Information,0.6666666666666666
"""berapa harga modem menyewa""",Information,0.6666666666666666
"""apakah jika berlangganan dikenakan masa kontrak""",Problem,0.0
"""mau beli quota""",Problem,0.0
"""bagaimana jika ingin perpindahan modem, namun alamat barunya tidak tercakup""",Problem,1.0
"""bagaimana cara perpindahan modem ke lokasi yang baru""",Problem,0.5
"""saya mau beli quota""",Problem,0.0
"""mau beli quota""",Problem,0.0
"""Apakah biznet menyediakan layanan dengan TV channel""",Problem,0.0
"""Apakah ada channel HBO""",Problem,0.0
"""apakah ada garansi pembelian modem di awal""",Problem,1.0
"""berapa harga STB""",Information,1.0
"""mau beli quota""",Problem,0.0
"""apakah ada garansi untuk pembelian STB""",Problem,0.0
"""apakah biznet memiliki tanggal jatuh tempo""",Problem,0.0
"""apakah yang akan terjadi jika sudah melewati masa tenggang""",Problem,0.0
"""assalamualaikum""",Problem,0.0
"""saya mau beli quota""",Problem,0.0
"""Salam sejahtera""",Problem,0.0
"""saya mau beli quota""",Problem,0.0
"""jika status akun sudah terminasi, apakah bisa berlangganan lagi?""",Request,0.6666666666666666
"""saya mau beli quota""",Problem,0.0
"""saya mau relokasi ke dalung""",Request,1.0
"""eh gajadi saya mau upgrade aja ke paket gamers""",Request,1.0
"""apakah akan dikenakan biaya?""",Information,1.0
"""saya mau beli quota""",Problem,0.0
"""apakah akan dikenakan denda jika ada keterlambatan pembayaran""",Problem,0.0
"""Gak tau males pengen beli truck""",Problem,0.0
"""apakah layanan biznet memiliki kompensasi""",Problem,0.0
"""lalu bagaimana jika kendalanya lama teratasi dan tidak ada kompensasi""",Problem,0.0
"""apakah download dan uploadnya simetris""",Problem,0.0
"""apakah bisa menambahkan akun dengan data yang sama""",Problem,0.0
"""bagaimana jika ada kesalahan pembayaran, apakah bisa direfund""",Problem,0.0
"""apakah bisa melakukan pergantian paket""",Problem,0.0
"""apakah bisa melakukan pergantian data""",Problem,0.0
"""apakah jika dilakukan perbaikan teknisi ke lokasi dikenakan biaya""",Information,1.0
"""berapa lama estimasi perbaikan gangguan""",Problem,0.5
"""Apakah dikenakan biaya jika ingin perubahan paket""",Information,1.0
"""berapa hari perhitungan masa aktif""",Information,1.0
"""berapa harga pembelian modem layanan home?""",Information,0.7142857142857143
"""apakah biznet memiliki promo pembayaran""",Information,1.0
"""Berapa biaya untuk pengajuan relokasi?""",Information,0.7142857142857143
"""apakah bisa memanggil teknisi biznet untuk memasangkan router tambahan""",Problem,1.0
"""Berapa biaya untuk pengecekan layanan di luar segmentasi biznet?""",Information,1.0
"""Benefit yang didapatkan untuk paket 0D?""",Information,1.0
"""Berapa Bandiwdth yang didapatkan di paket Biznet Home 1D?""",Information,1.0
"""halo, saya ingin berlangganan internet & tv""",Problem,0.0
"""kendala jaringan internet modem los merah""",Problem,1.0
"""bagiamana cara cek FUP paket?""",Information,1.0
"""jalan Gajah nomor 114\nkel Pandau Hulu II\nkec Medan Area\nkota Medan""",Problem,0.0
"""apakah biznet home mengeluarkan invoice""",Problem,0.0
"""bagaimana cara mengetahui jika ada gangguan""",Problem,0.5
"""cara ganti password secara mandiri?""",Information,1.0
"""biaya per bulan berapa?""",Information,1.0
"""apakah biznet ada pemblokiran IP""",Problem,0.0
"""cara order promo secara mandiri?""",Information,1.0
"""paket internet dan tv berapa per bulan?""",Information,1.0
"""IP apa yang saya dapatkan jika berlangganan layanan Biznet Gamer 3D?""",Information,1.0
"""penyebab jaringan slow?""",Information,1.0
"""Berapa harga layanan IPTV?""",Information,1.0
"""apakah biznet melakukan pemblokiran IP tertentu""",Problem,0.0
"""apakah ganti paket akan mengakumulasikan masa aktif yang sedang berjalan?""",Request,0.6666666666666666
"""Bagaimana untuk perhitungan masa aktif layanan?""",Information,1.0
"""order promo yang tersedia saat ini?""",Information,1.0
"""Bagaimana untuk perhitungan kouta internet kita?""",Information,1.0
"""bagaimana jika kita telat melakukan pembayaran apakah adanya denda?""",Information,1.0
"""Apakah bisa melakukan berhenti berlangganan apabila masih dalam masa kontrak?""",Request,0.6666666666666666
"""Apakah bisa menggunakan DNS selain dari Biznet?""",Information,1.0
"""estimasi waktu pembayaran jika melakukan order promo?""",Information,1.0
"""beli kuotq""",Problem,0.0
"""mau beli kuota""",Problem,0.0
"""mau beli kuota""",Problem,0.0
"""beli addon""",Request,1.0
"""Internet mati""",Problem,1.0
"""Cara ganti password mandiri gimana?""",Information,1.0
"""halo saya mau beli quota lagi""",Problem,0.0
"""mau beli promo""",Information,1.0
"""mau beli promo""",Information,1.0
"""mau relokasi""",Request,1.0
"""mau ganti paket""",Request,1.0
"""mau beli promo""",Information,1.0
"""mau ganti paket""",Request,1.0
"""mau ganti paket""",Request,1.0
"""mau order promo""",Information,1.0
"""mau order promo""",Information,1.0
"""Mai order promo""",Information,1.0
"""Hi sisa ekstra kuota saya brp?""",Information,1.0
"""jika ingin tambah ekstra kuota gmn?""",Information,1.0
"""lambat banget main ayodance""",Problem,1.0
"""Internya loss merah kak""",Problem,0.0
"""Indikator loss di modem""",Problem,1.0
"""Internet lambat""",Problem,1.0
"""Apakah saya bisa berlangganan hanya 3 bulan saja dengan skema modem menyewa?""",Problem,0.6666666666666666
"""Hallo siang, saya mau berhenti berlangganan karena mau pindah alamat""",Request,1.0
"""Hallo, saya mau tanya mengapa masa aktif habisnya tidak selalu sama dan terkadang maju ?""",Information,1.0
"""Jika ingin reloksi ke alamat barun dan alamat baru saya sudah tercakup, syaratnya apa saja?""",Information,1.0
"""hallo,saya ingin melakukan pengecekan FUP akun layanan saya""",Information,1.0
"""Jika saya melakukan pergantian paket dan masa aktif saya masih tersisa dipaket sebelumnya, apakah sisa masa aktif tersebut akan hangus?""",Information,1.0
"""Saya ingin melakukan pembayaran dengan promo tetapi masa aktif saya masih sampai dengan 30 Desember 2024, apakah jika saya melakukan pembayaran hari ini masa aktif akan terkakumulasi?""",Information,1.0
"""Apakah bisa dinformasikan untuk Type modem yang disediakan oleh biznet?""",Problem,0.6666666666666666
"""Jika berlangganan dengan skema modem membeli apakah ada garansi modemnya?""",Problem,0.6666666666666666
"""Mohon diinformasikan promo apa saja yang berlaku saat ini untuk pelanggan lama?""",Information,0.7142857142857143
"""Untuk layanan Biznet Home apakah menyedaiakan invoice pembayaran?""",Information,1.0
"""Apakah layanan Biznet Home mempunyai SLA apabila internetnya down?""",Problem,0.6666666666666666
"""mau ganti paket""",Request,1.0
"""Saya ingin melakukan pergantian data nama akun, sayarat nya bisa diinformasikan apa saja?""",Information,1.0
"""Harga paket 1D berapa?""",Information,1.0
"""Apakah Biznet menyediakan layanan internet untuk sekolah?""",Information,1.0
"""Brach terdekat dari lokasi saya saat in idi gunung putri""",Problem,0.0
"""Untuk pengaduan bisa diinformasikan melalui apa saja saat ini?""",Information,1.0
"""Untuk estimasi kunjungan perbaikan dengan teknisi berapa lama?""",Information,1.0
"""berapa harga produk di biznet""",Information,1.0
"""mau ganti paket""",Request,1.0
"""mau beli quota""",Problem,0.0
"""Apakah biaya installasi awal setiap daerah berbeda?""",Information,1.0
"""mau beli quota""",Problem,0.0
"""Akun saya sebelumnya sudah terminated dengan skema modem membeli lalu ingin berlangganan kembali, apakah modemnya dapat digunkan kembali?""",Problem,0.6666666666666666
"""mau beli quota""",Problem,0.0
"""Harga paket 0D berapa?""",Information,1.0
"""harga paket 2D berapa?""",Information,1.0
"""Bagaimana cari ganti password wifi?""",Information,1.0
"""mau beli quota""",Problem,0.0
"""Apakah dikenakan kontrak berlangganan untuk layanan Biznet Home?""",Information,1.0
